Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location
"In practice, plasma is preferred over whole blood primarily because components in blood cause interference in many assay techniques.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,967
renal clearance (CLR) is defined as the proportionality term between urinary excretion rate and plasma concentration: Rate of excretion =CLR · C,Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,1902
"This equation provides a physical interpretation of clearance. Namely, clearance is the volume of the fluid presented to the eliminating organ (extractor) that is effectively, completely cleared of drug per unit time.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,1640
"Distribution is influenced by organ blood flow, organ size, binding of drug within blood and in tissues, and transport across tissue membranes.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,1092
"The total plasma concentration does, of course, change with altered plasma binding, but this is of no therapeutic consequence with respect to loading dose requirements. If, however, tissue binding (fuR) were to change, so would the initial value(s) of Cu (and C), necessitating a decision to change the loading dose.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2746
"The last important pharmacodynamic factor for a graded response is the steepness factor, γ. If it is very high, it may be difficult to manage the use of the drug as only a small shift in concentration around the C50 causes the response to change from zero to full effect, and vice versa. In contrast, if the value of γ is very small, then large changes in drug concentration are needed to cause the response to change significantly, particularly beyond the C50 value.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,1438
"the unbound drug concentration is undoubtedly more closely related to the activity of the drug than is the total plasma concentration. Yet unbound concentration is only occasionally measured, primarily because the methods for doing so are often tedious, lack accuracy and precision, and are costly.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2541
"The unbound volumes of distribution within the series of cephalosporins (Fig. 4-24) in contrast to the total volume of distribution (see Fig. 4-23), dramatically decrease as the fraction unbound increases. For those cephalosporins that are highly bound (low fu), the binding protein effectively ties up the drug. The consequence of plasma protein binding here is that a much larger amount of drug must be in the body to give the same antimicrobial effect for those drugs with the same minimum inhibitory unbound concentration.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2720
"as size increases permeability drops sharply. For example, for only a doubling of molecular weight (MW) from 400 to 800 g/mol for molecules with the same lipophilicity, permeability decreases by a factor of almost 2.5 log units, or 300-fold.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2174
"The importance of the surface area of the membrane is readily apparent. For example, doubling the surface area doubles the probability of collision with the membrane and thereby increases the penetration rate twofold.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2152
"As a general rule, it is more difficult to define the Emax of an agonist than it is of an antagonist. For an antagonist, such as a neuromuscular blocking agent used to prevent muscle movement during surgery, the maximum possible effect is easy to identify; it is the absence of a measurable response. That is, total muscle paralysis. For an agonist, it is not always certain how great the response produced can be.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,1402
The principal concern with plasma protein binding is related to its variability within and among patients in various therapeutic settings.,Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2557
"The linear relationship between V and fu not only indicates, from Eq. 4-25, that VT/fuTis relatively constant, (and, as the body-water content does not vary much among individuals, hence tissue binding is constant) but also that differences in binding of propranolol in plasma among subjects account for most of the variation observed in its volume of distribution.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2636
"The movement of drug across the intestinal epithelium is often called absorption, or more precisely, intestinal absorption. But it is extremely difficult to measure in practice. As mentioned, assessment of intestinal absorption would require measurement of drug in the portal vein draining the intestine,",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,1171
"Drug distribution and elimination, as well as pharmaco-dynamic responses, are dependent on the unbound concentration.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,blue,blue,location,971
total plasma (or serum) concentration includes both unbound and bound drug.,Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,971
"cellular membranes and spaces impede drug transport to varying degrees, and any one of them can be the slowest step, rate-controlling the overall transport process. In the skin, the stratum corneum is the major site of impedance. In the small intestine, it is the apical side of the epithelial cells, that is, the side facing the lumen.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2119
"Acidic drugs commonly bind to albumin, the most abundant plasma protein.",Clinical Pharmacokinetics and Pharmacodynamics: Concepts and Applications,Malcolm Rowland and Thomas N. Tozer,B0080KAWJ6,,yellow,,location,2497
The Problem with Jargon? It Can Make People Distrust You A study out of England produced a startling statistic about the effect of jargon on listeners’ perception. A consulting firm called Office Angels found that as many as 10 percent of those surveyed believe that people who use jargon and buzzwords are pretentious and untrustworthy.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1410
"“What do I do with my hands?” We get that question all the time. We answer with six ways to “be”: Be big. Be steady. Be strong. Be forward. Don’t be distracting. And finally . . . Don’t be too concerned, because gestures don’t really matter that much.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,gestures,location,2147
End with a call to action.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,238
Never Make Fun of Other People,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1504
Relevant to the listener’s situation.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,741
Practice the first few lines even more.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1644
Jargon Can Make You Look Stupid The same study found that 20 percent of people who use jargon or buzzwords don’t actually use them correctly.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1414
"Ideally, this presentation will meet a few criteria. The presentation will: Show you off as an expert in your field. Convey your information in a clearly organized manner. Excite and motivate the audience. Be riveting and relevant.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,155
Avoid Grazing with your Eyes Grazing is when you never really look at anyone for more than an instant.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2001
"“You recognize a situation, such as giving a presentation, as stressful,” she says. “Then the brain sends a message to the adrenal glands to send out more adrenaline. The adrenaline makes your heart race faster.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1673
Or Try to Persuade with a Story Sometimes it’s nice to wrap up with a story that sums up your key points.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,959
"No more than three points – even for long presentations. If you’re giving a long presentation, you can still have three big points with lots of subpoints. But you need to organize your presentation around three big ideas that support your core MO.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,217
"What If You Don’t Know the Answer? If you don’t know the answer, don’t try to fake it. Your credibility with the audience can be lost in an instant if you are caught bluffing. Instead, you can do one of two things. 1. Palm the question off on the audience.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1329
formula for clear communication. It is called the Speechworks Formula. It is a model for articulating complex ideas with simplicity.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,168
Pace Your Humor,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1501
"The Secret to Powerful Demonstrations To have the same high impact with your demonstrations, follow three rules: Rehearse the demonstration several times to make sure it works. Keep it simple. Don’t demonstrate more than the listener is interested in seeing.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1211
"Keepers 1. A hook is a grabber that gets the presentation going quickly with a relevant anecdote, a gee-whiz fact, a quote, or a question. 2. Skip the introductions and just start. No one cares that you’re “thrilled to be here.” 3. Skip the jokes unless they’re funny, relevant, and not even remotely offensive.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,913
"Wait for the Laugh “Give people a chance to laugh,” says Justice. Once you deliver the funny line, you need to pause. It takes time for people to get it.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1496
That smile,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1549
PowerPoint Presentations Should Follow the Formula,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1058
Statistics are the most commonly used yet least persuasive form of evidence.But,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,815
This will raise expectations that you probably can’t meet.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1510
Arrive early enough to check out the room and your equipment.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1660
First Slide: Hook.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1060
"Keepers 1. Eye contact coupled with a smile is an unstoppable combination to build a positive rapport with any person. 2. When giving a presentation, hold your eye contact with each person through an entire thought. Don’t graze. 3. Force yourself to smile when you speak. It warms your presence.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2058
Keep the Gestures in the Strike Zone,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2194
You deliver the message. The slide just reinforces your message.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1085
"Some Tried-and-True Narrative Forms for Your Three-Point Presentations Often you don’t want to organize a presentation around three reasons that the MO is true. Sometimes a narrative form is more appropriate. Here are three we like: Past, Present, and Future Advantages, Disadvantages, Call to Action Situation, Crisis, Solution",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,623
"3. Once I was aware that I was using the words, I worked on closing my lips whenever I sensed I was about to utter one.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1896
"you need to have clear transitions between sections in your presentations. Those transitions are road signs to your listeners, telling them where you are in the presentation and keeping them oriented toward your overall goal.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1014
"No more than three colors. Dark backgrounds with bright letters are best and will hide the dust that can get on the lens. Put your company logo in the corner of every slide. For a sales presentation, include your prospect’s logo on every slide. If you have multiple slides illustrating one of your three points, then each slide illustrating that point should reference the central point. Don’t mix styles of clip art. Uniformity creates a nice look that doesn’t offend the eye.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1133
"If you lay on all the bells and whistles, you run the danger of distracting from your core objective, which is to build a relationship with your audience. The really good presenters, by the way, rarely use all that stuff. They realize that connection happens between people. Not between people and machines.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1180
"When Not Gesturing, Let Your Hands Hang Down at Your Sides One of the most confident positions a presenter can assume is with her hands at her sides and her weight centered or slightly forward. We call this the neutral stance.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2197
1. Limiting your points to three adds power and memorability to your presentation. 2. Boil your points down to three by putting them into three buckets. 3. Experiment with different narrative formats for your three-point presentations.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,693
"The first lesson in gesturing is the same as the first lesson of being a doctor: “First, do no harm.” Whatever you do with your hands, don’t do anything that distracts.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2165
A great hook has three characteristics: It focuses the listener immediately on the key issues of the presentation. It grabs the listeners’ attention. It’s fast.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,840
Pause to Remember What You Were Going to Say,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1924
"“Presenters shall strive to use stories, business ex in their presamples, and otherwise illustrative fables to illustrate and support one’s points.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,714
Detailed.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,739
Recap,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,989
sales people must describe the product in terms of the results that buyers can expect.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,735
"Visuals reinforce a speaker’s message and help the audience remember key points. However, the presenter should always be the focus of the presentation, not the visuals.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1056
Restate the MO:,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,933
"How to Become a Winner on Who Wants to Be Understood?: Just a Little Thought Before Speaking Usually, just a little thought will tell you what your listener is really interested in.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,471
"Transitions at the End of the Second Section: Recap Where You’ve Been When transitioning between points two and three of the Speechworks Formula, it’s a nice touch to briefly recap the journey so far by reminding your listeners of points one and two.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1027
"Boiling down to three points ensures that you focus on the major benefits to the listener, rather than delving into a level of technical detail that is not needed or wanted.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,542
Most presenters who rely on visuals such as PowerPoint fail to understand that presenting is about connecting with an audience on a personal level and moving them somewhere.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1052
Keepers 1. A clear MO will ensure that everyone knows what you’re trying to accomplish. 2. Telling a listener what’s in it for them challenges them to pay attention. Keep in mind that your listener’s favorite radio station is WII-FM. 3. Focusing on the listener’s interests will ensure that your message is no more complex than necessary.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,523
5. In organizing a meeting. Begin the meeting with your MO: “This is what we’re going to accomplish at this meeting.” Then follow with a three-point agenda. “We’re going to cover the following three areas.”,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,368
The Best Humor Is Self-Directed,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1471
"The key to handling questions, be it from an audience, a prospect, your boss, or in meetings: Step One: Determine the Possible Questions Step Two: Prepare the Answers Step Three: Practice the Answers",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1262
Sales Presentation: Ask for the Order I know a sales executive for a major stock brokerage firm who advises all of his brokers to end every presentation with the following words: “I want your business.”,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,944
"There are two barriers to being Maximum You in front of a group. Nerves. How can you be Maximum You when you’re shaking like a leaf? You need some techniques to deal with that problem. Peer Pressure. The corporate world has a collective expectation as to what constitutes a “good presenter.” And that “good presenter” doesn’t have the same characteristics as Maximum You. Well, ignore what they think. The best way for you to be able to connect with your audience is by figuring out what allows you to connect with audiences. That best way is to find Maximum You.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1596
"that the audience may be interested in, you should take control and air the issue before someone else airs it for you. That way you can put your own spin on the issue and you retain your credibility with the audience.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1302
Every business has an arsenal of stories that illustrate the power of that company’s products and ideas. Use them to illustrate your presentations.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,727
Multifaceted Questions: Take One Part at a Time,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1378
Pause as a Closing Technique,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1929
Keepers Transitions are the road signs of your presentation. Transition between points by stating that you’ve finished with one point and now are ready to move on to the next. Transitions are critical for long presentations.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1040
Language That Tries to Impress Fails to Connect Don’t throw around a bunch of jargon just to sound important.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1441
"Keepers 1. Recaps build retention. Be sure to restate your MO and your three key points at the end of your presentation. 2. If you don’t ask, you don’t get. Either ask for the order or end with a call to action. 3. You can end with a final persuasive story. But make sure it’s tight and relevant.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,967
"Keepers 1. The key to making your presentation interesting is the quality of your evidence. 2. Detailed, relevant stories make the most persuasive evidence. 3. In addition to stories, use personal examples, expert testimony, analogies, killer quotes, and interesting statistics and facts.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,828
"Keepers 1. Passion in your voice is the single most important factor in getting your audience excited about your ideas 2. To convey passion, make sure that you’re always speaking as if you were speaking to friends during an animated dinner conversation. 3. You can simulate passion if you don’t feel it by teaching your voice to simulate a roller coaster as you speak.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1842
"What About That Stick-in-Your-Eye Question You Wish They Wouldn’t Ask? You know those horrible questions that you wish they wouldn’t ask? Don’t include those on your list. Instead, put the answer in your presentation. When I was practicing law, we called that “getting the stink out.”",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1284
The goal of presenting is not to be slick or perfect. The goal of presenting is to connect with the audience. The best way for you to connect is to bring out that part of your personality that has always been successful connecting with people. We’re looking to find that guy who connects with his buddies.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1587
Hook ‘Em with a Clean White Shirt,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,852
"“The key to explaining things on my show,” Nye told me, “has been to distill the ideas to get to the fundamental notions and to exclude the other interesting but not-so-focused information.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,558
"The Presence Concept: Openness to the Listener Everything about your presence should convey a sense of openness to the audience and your listeners. That’s why you have your hands at your sides, rather than crossed over your body. Arms crossed conveys a sense of being closed to the listener. That’s why you lean forward. Leaning forward gives the sense of being connected to the audience.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2092
"Keepers 1. To find your best presenting style, find Maximum You. 2. Maximum You is you when you’re at your best, when you’re animatedly conversing with friends. 3. The best presenters are those who are able to push through the barriers to be Maximum You when in front of a group.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1602
Plan for the dreaded questions.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1650
They Don’t Get You There Any Quicker Simple language connects. Everything else labels you as a geek.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1449
Humor Should Be Relevant to Your Presentation,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1481
"Men, and to a lesser degree women, often think that being a good presenter means speaking loudly. Remember, energy is not volume.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1811
"Keepers 1. Work on your other presentation skills before you worry about your gestures. 2. The first rule of gesturing is don’t distract. 3. Good gestures are strong, big, forward, and steady.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2225
What Makes a Good Story? The best stories do three things. They are:,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,737
Transitions Are Most Critical for Long Presentations,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1032
The pause: Builds a sense of drama as the silence fills the room. Gives you a chance to think of your next thought. Replaces filler words like “um” and “you know.” Emphasizes a key word or phrase. Lets the listeners absorb your idea. Gives you a chance to breathe.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1862
Show up early and schmooze.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1653
Don’t Announce Jokes,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1509
"Focus on one person at a time and hold eye contact with that person through a thought. Your entire presentation should take the form of random miniconversations with as many individuals in the room as possible. If you’re speaking to a small group (less than 25), you should try to make eye contact with everyone in the room at least once during your presentation.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1973
"Keepers 1. If your stance is a handshake, make sure it’s a firm and confident one. 2. When presenting, the idea is to be open. When not gesturing, keep your hands open as opposed to closed. 3. Walk around the space as much as possible, connecting with individual audience members and closing in as you speak.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2138
The Third Thing the MO Gives You: Simplification of Complexity,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,426
"Tape-record yourself and play it back. Many of our students are stunned to learn that their “fast” voice sounds exactly like their “slow” voice and their “loud” voice has the same volume as the “soft” voice. If that’s the case, then you need to learn to create a noticeable range in the speed and volume of your presentation voice.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1780
"Principle 2. If someone wants to know how the new tax law works, chances are that they will give you some indication of interest. An “indication of interest” would be a statement like “Tell me exactly how the new tax law works, Jim. I’m interested in details.”",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,how do you prepare presentations where you don't know where people will give an indication of interest?,yellow,,location,431
Keepers 1. Remember that you and your presence are more important than your visuals. 2. Less is more. Fewer slides and words imprint your points in the listeners’ minds. 3. A whiteboard beats PowerPoint any day,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1248
"Movement: The Goal Is to Be Like Oprah One of the great secrets to strong physical presence is moving around your space as you speak. If you can possibly free yourself from the lectern, do it. Move around. Movement shows confidence, because you’re taking ownership of the space.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2131
Wrap,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,991
"An Improvement Plan for 80 Percent of All People, Geeks Included About 80 percent of the clients who come to our workshops could catapult themselves from the category of “average communicator” to “A-Game communicator” if they would commit to do four things. 1. Practice your presentations from beginning to end several times. 2. Always begin by telling the listener the big picture, what’s in it for them. 3. Energize your voice so that you always sound enthusiastic. 4. Smile and make eye contact when you address a person or a group. Give ’em the Ol’ One-Two.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2272
"2. You can focus on the 93 percent. When you rehearse, you build a level of confidence in your material that allows you to stop worrying about the substance and focus on delivering the speech with energy, eye contact, and good physical presence.",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2300
Maximum You is you when you’re at your most engaging.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1548
"To Improve Specific Skills, Employ Reticular Activation",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,2313
Keepers 1. Use the pause to show confidence. 2. Replace filler words with the pause. 3. Use the pause to emphasize key points.,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1937
Pause to Hide Nerves at the Beginning of a Presentation,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1911
How to Make Eye Contact during a Presentation,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1969
Pause to Highlight a Key Point,Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1917
"Use Funny, Relevant Quotes",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,1484
"“All conclusions of presentations shall comply with two fundamental principles of conclusions. First, a conclusion must build retention. Accordingly, presenters shall conclude by recapping the benefit statement (the MO) and the three key points. Second, a conclusion must be a final attempt at persuasion. Accordingly, the presenter shall conclude with a call to action, a request for business, or a motivational wrap-up story.”",Even a Geek Can Speak: Low-Tech Presentation Skills for High-Tech People,Joey Asher,B004GXAZF2,,yellow,,location,925
